Survey Id,Parent Id,Survey Name,Type,Activity,Company,Survey Company,Vessel,Client,Country,Complete,Mobilisation Location,Mobilisation Start,Deployment Start,Production Start,Production End,Retrieval End,Demobilisation End,Demobilisation Location,Number of Streamers,Streamer Separation,Streamer Length,Sail Line Separation,Report,Combo Report,Tides,Ocean Current,FFSQKM,FFSQKM Method,Shot Patch SQKM,Shotpatch Method,FF Minimum Water Depth (m),FF Maximum Water Depth (m),CentreLAT,CentreLONG,Replay
20ID_01943,20ID_01941,PHE OSES OBN,OBN,Source,Elnusa,Elnusa,Voyager Explorer,PT Pertamina EP,Indonesia,Yes,Jakarta -  INDONESIA,8/16/2020 0:00,9/4/2020 8:30,9/4/2020 14:15,11/8/2020 8:00,11/8/2020 13:00,11/13/2020 0:00,Jakarta -  INDONESIA,,,,50,https://portal.seisintel.com/resources/reports/20ID_01943_v0.1A_comp20201116_0000.pdf,https://portal.seisintel.com/resources/reports/20ID_01941_v0.1C_comp20201113_0000.pdf,https://portal.seisintel.com/resources/tides/20ID_01943_TIDEOUTPUT_-4.8233_106.2862_20200828-20201122_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20ID_01943_Z500_D10_20201110_1200.mp4,319,Inferred from AIS,329,Inferred from AIS,,,-4.8235,106.286,"https://portal.seisintel.com/#/path/20ID_01941,20ID_01942,20ID_01943"
20ID_01942,20ID_01941,PHE OSES OBN,OBN,Node Layout,Elnusa,Elnusa,Swiber Ruby,PT Pertamina EP,Indonesia,Yes,Jakarta -  INDONESIA,8/16/2020 0:00,8/27/2020 18:45,9/2/2020 19:30,11/8/2020 23:00,11/9/2020 6:00,11/13/2020 0:00,Jakarta -  INDONESIA,,,,150,https://portal.seisintel.com/resources/reports/20ID_01942_v0.1A_comp20201116_0000.pdf,https://portal.seisintel.com/resources/reports/20ID_01941_v0.1C_comp20201113_0000.pdf,https://portal.seisintel.com/resources/tides/20ID_01942_TIDEOUTPUT_-4.8221_106.2857_20200820-20201123_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20ID_01942_Z500_D10_20201027_1200.mp4,319,Inferred from AIS,329,Inferred from AIS,,,-4.8215,106.286,"https://portal.seisintel.com/#/path/20ID_01941,20ID_01942,20ID_01943"
19NO_01694,19NO_01694,PL867 OBN,OBN,Node Layout,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Havila Aurora,Aker BP ASA,Norway,Yes,Stavanger -  NORWAY,10/10/2019 0:00,10/11/2019 0:30,10/11/2019 3:00,10/19/2019 0:00,10/19/2019 0:15,10/20/2019 0:00,Stavanger -  NORWAY,,,,300,,,https://portal.seisintel.com/resources/tides/19NO_01694_TIDEOUTPUT_58.9938_2.0740_20191004-20191102_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19NO_01694_Z500_D10_20191019_1200.mp4,16,Inferred from AIS,,,115,117,58.9935,2.075,"https://portal.seisintel.com/#/path/19NO_01695,19NO_01694"
19NO_01695,19NO_01694,PL867 OBN,OBN,Source,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Sanco Sword,Aker BP ASA,Norway,Yes,Stavanger -  NORWAY,10/10/2019 0:00,10/11/2019 3:00,10/11/2019 7:45,10/18/2019 21:15,10/18/2019 23:45,10/20/2019 0:00,Stavanger -  NORWAY,,,,185,,,https://portal.seisintel.com/resources/tides/19NO_01695_TIDEOUTPUT_58.9943_2.0654_20191004-20191101_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19NO_01695_Z500_D10_20191019_1200.mp4,16,Inferred from AIS,,,,,58.9945,2.0655,"https://portal.seisintel.com/#/path/19NO_01695,19NO_01694"
18NO_02000,18NO_01235,PO18201 Balder 4D OBN,OBN,Node Layout,Magseis,Magseis,Olympic Challenger,Point Resources AS,Norway,Yes,Stavanger -  NORWAY,5/7/2018 12:00,5/12/2018 2:00,5/12/2018 2:30,6/12/2018 0:00,6/12/2018 9:00,6/18/2018 12:00,Stavanger -  NORWAY,,,,400,https://portal.seisintel.com/resources/reports/18NO_02000_v0.1A_comp20180618_1200.pdf,https://portal.seisintel.com/resources/reports/18NO_01235_v0.1C_comp20180618_1200.pdf,,,12,Published Coordinates,25,Inferred from AIS,,,59.191,2.3825,"https://portal.seisintel.com/#/path/18NO_01235,18NO_02000"
18NO_01235,18NO_01235,PO18201 Balder 4D OBN,OBN,Source,Magseis,Magseis,WG Amundsen,Point Resources AS,Norway,Yes,At Sea -  NORWAY,6/3/2018 12:00,6/3/2018 21:00,6/6/2018 2:00,6/10/2018 23:35,6/11/2018 1:45,6/11/2018 3:00,At Sea -  NORWAY,,,,50,https://portal.seisintel.com/resources/reports/18NO_01235_v0.1A_comp20180611_0300.pdf,https://portal.seisintel.com/resources/reports/18NO_01235_v0.1C_comp20180618_1200.pdf,https://portal.seisintel.com/resources/tides/18NO_01235_TIDEOUTPUT_59.1898_2.3849_20180527-20180625_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NO_01235_Z500_D10_20180611_0000.mp4,12,Published Coordinates,25,Inferred from AIS,125,128,59.1895,2.385,"https://portal.seisintel.com/#/path/18NO_01235,18NO_02000"
18RU_01333,18RU_01287,Prirazlomnoye OBN,OBN,Node Layout,Magseis,Magseis,Carrier Express,Gazprom,Russian Federation,Yes,Kirkenes -  NORWAY,7/15/2018 0:00,7/23/2018 16:00,7/23/2018 16:30,11/27/2018 1:30,11/27/2018 3:30,12/8/2018 0:00,Kirkenes -  NORWAY,,,,150,https://portal.seisintel.com/resources/reports/18RU_01333_v0.1A_comp20181208_0000.pdf,https://portal.seisintel.com/resources/reports/18RU_01287_v0.1C_comp20181221_0000.pdf,https://portal.seisintel.com/resources/tides/18RU_01333_TIDEOUTPUT_69.2743_57.2913_20180716-20181211_TPXO.zip,,667,Inferred from AIS,716,Inferred from AIS,,,69.2735,57.297,"https://portal.seisintel.com/#/path/18RU_01287,18RU_01333,18RU_01334,18RU_01335"
18RU_01335,18RU_01287,Prirazlomnoye OBN,OBN,Node Layout,Magseis,Magseis,Marshal Vasilevskiy,Gazprom,Russian Federation,Yes,Kirkenes -  NORWAY,7/15/2018 0:00,7/24/2018 12:00,7/24/2018 16:00,11/27/2018 6:15,11/27/2018 9:00,12/6/2018 0:00,Murmansk -  RUSSIA,,,,150,https://portal.seisintel.com/resources/reports/18RU_01335_v0.1A_comp20181206_0000.pdf,https://portal.seisintel.com/resources/reports/18RU_01287_v0.1C_comp20181221_0000.pdf,https://portal.seisintel.com/resources/tides/18RU_01335_TIDEOUTPUT_69.2749_57.2939_20180717-20181211_TPXO.zip,,667,Inferred from AIS,716,Inferred from AIS,,,69.2705,57.309,"https://portal.seisintel.com/#/path/18RU_01287,18RU_01333,18RU_01334,18RU_01335"
18RU_01287,18RU_01287,Prirazlomnoye OBN,OBN,Source,Magseis,Magseis,Nalivkin,Gazprom,Russian Federation,Yes,Kirkenes -  NORWAY,7/18/2018 0:00,7/24/2018 5:00,7/31/2018 7:30,12/17/2018 7:00,12/17/2018 8:00,12/21/2018 0:00,Murmansk -  RUSSIA,,,,100,https://portal.seisintel.com/resources/reports/18RU_01287_v0.1A_comp20181221_0000.pdf,https://portal.seisintel.com/resources/reports/18RU_01287_v0.1C_comp20181221_0000.pdf,https://portal.seisintel.com/resources/tides/18RU_01287_TIDEOUTPUT_69.2712_57.2982_20180717-20181231_TPXO.zip,,667,Inferred from AIS,716,Inferred from AIS,15,21,69.2705,57.302,"https://portal.seisintel.com/#/path/18RU_01287,18RU_01333,18RU_01334,18RU_01335"
18RU_01334,18RU_01287,Prirazlomnoye OBN,OBN,Node Layout,Magseis,Magseis,Onyx,Gazprom,Russian Federation,Yes,Kirkenes -  NORWAY,7/15/2018 0:00,7/27/2018 0:30,7/27/2018 5:00,11/26/2018 16:00,11/26/2018 17:00,12/9/2018 0:00,Kirkenes -  NORWAY,,,,150,https://portal.seisintel.com/resources/reports/18RU_01334_v0.1A_comp20181209_0000.pdf,https://portal.seisintel.com/resources/reports/18RU_01287_v0.1C_comp20181221_0000.pdf,https://portal.seisintel.com/resources/tides/18RU_01334_TIDEOUTPUT_69.2743_57.2921_20180720-20181210_TPXO.zip,,667,Inferred from AIS,716,Inferred from AIS,,,69.2735,57.2975,"https://portal.seisintel.com/#/path/18RU_01287,18RU_01333,18RU_01334,18RU_01335"
23PR_02790,,Puerto Rico Subduction Zone 2D OBN,OBN,,Columbia University,Columbia University,Marcus G. Langseth,,Puerto Rico,Yes,San Juan -  PEURTO RICO,10/28/2023 0:00,10/30/2023 7:00,10/30/2023 14:00,12/14/2023 20:00,12/14/2023 20:30,12/15/2023 15:00,San Juan -  PEURTO RICO,1,,,,,,https://portal.seisintel.com/resources/tides/23PR_02790_TIDEOUTPUT_19.5495_-66.0885_20231023-20231228_TPXO_inpr.zip,,,,,,,,19.144,-65.814,
23SA_02758,23SA_02758,Qatif Block 1 OBN,OBN,Node Layout,BGP,BGP,BGP Innovator,Aramco,Saudi Arabia,Yes,Off Ras Tannurah -  SAUDI ARABIA,8/21/2023 0:00,9/10/2023 13:00,9/10/2023 13:30,9/27/2023 9:00,,9/28/2023 12:00,Off Ras Tannurah -  SAUDI ARABIA,,,,,,,https://portal.seisintel.com/resources/tides/23SA_02758_TIDEOUTPUT_27.2290_50.1671_20230903-20231111_TPXO_inpr.zip,,,,,,,,27.171,50.197,"https://portal.seisintel.com/#/path/23SA_02758,23SA_02759,23SA_02760,23SA_02761,23SA_02769"
23SA_02760,23SA_02758,Qatif Block 1 OBN,OBN,Positioning,BGP,BGP,Hai Bao 4,Aramco,Saudi Arabia,In Progress,Off Ras Tannurah -  SAUDI ARABIA,8/21/2023 0:00,9/24/2023 12:00,9/24/2023 17:45,,,,,,,,,,,https://portal.seisintel.com/resources/tides/23SA_02760_TIDEOUTPUT_27.0853_50.2235_20230917-20240614_TPXO_inpr.zip,,,,,,,,27.058,50.226,"https://portal.seisintel.com/#/path/23SA_02758,23SA_02759,23SA_02760,23SA_02761,23SA_02769"
23SA_02769,23SA_02758,Qatif Block 1 OBN,OBN,Node Layout,BGP,BGP,Dong Fang Kan Tan No. 2,Aramco,Saudi Arabia,In Progress,Al Jubayl -  SAUDI ARABIA,9/29/2023 12:00,10/1/2023 0:00,10/1/2023 8:00,,,,,,,,,,,https://portal.seisintel.com/resources/tides/23SA_02769_TIDEOUTPUT_27.0870_50.2213_20230924-20240614_TPXO_inpr.zip,,,,,,,,27.0615,50.223,"https://portal.seisintel.com/#/path/23SA_02758,23SA_02759,23SA_02760,23SA_02761,23SA_02769"
23SA_02759,23SA_02758,Qatif Block 1 OBN,OBN,Positioning,BGP,BGP,Hai Bao Liu Hoa (HB6),Aramco,Saudi Arabia,Yes,Off Ras Tannurah -  SAUDI ARABIA,8/21/2023 0:00,9/18/2023 0:00,9/18/2023 2:00,2/24/2024 12:00,2/24/2024 15:00,2/27/2024 0:00,Al Jubayl -  SAUDI ARABIA,,,,,,,https://portal.seisintel.com/resources/tides/23SA_02759_TIDEOUTPUT_27.0681_50.1953_20230911-20240330_TPXO_inpr.zip,,,,,,,,27.0415,50.199,"https://portal.seisintel.com/#/path/23SA_02758,23SA_02759,23SA_02760,23SA_02761,23SA_02769"
23SA_02761,23SA_02758,Qatif Block 1 OBN,OBN,Source,BGP,BGP,BGP Explorer,Aramco,Saudi Arabia,In Progress,Off Ras Tannurah -  SAUDI ARABIA,8/21/2023 0:00,9/10/2023 7:00,9/11/2023 4:00,,,,,,,,,,,https://portal.seisintel.com/resources/tides/23SA_02761_TIDEOUTPUT_27.0667_50.2084_20230903-20240614_TPXO_inpr.zip,,,,,,,,27.0365,50.2095,"https://portal.seisintel.com/#/path/23SA_02758,23SA_02759,23SA_02760,23SA_02761,23SA_02769"
21CA_02167,21CA_02167,Queen Charlotte Fault (QCF) OBN,OBN,Node Layout / Streamer,Columbia University,Columbia University,Marcus G. Langseth,National Science Foundation (NSF) / OCE / MGG,Canada,Yes,Seattle -  UNITED STATES,7/15/2021 0:00,7/20/2021 16:30,7/20/2021 17:00,8/31/2021 20:30,8/31/2021 21:00,9/6/2021 0:00,Seattle -  UNITED STATES,,,,,,,https://portal.seisintel.com/resources/tides/21CA_02167_TIDEOUTPUT_54.2336_-134.8154_20210713-20210914_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21CA_02167_Z500_D10_20210901_1200.mp4,,,,,,,54.222,-134.598,"https://portal.seisintel.com/#/path/21CA_02167,21CA_02168,22CA_02514"
21CA_02168,21CA_02167,Queen Charlotte Fault (QCF) OBN,OBN,Node Layout,Canadian Coast Guard,Canadian Coast Guard,John P Tully,National Science Foundation (NSF) / OCE / MGG,Canada,Yes,Port Angeles -  UNITED STATES,7/15/2021 0:00,7/19/2021 12:30,7/19/2021 13:30,8/7/2021 10:00,8/7/2021 10:30,8/13/2021 0:00,Prince Rupert -  UNITED STATES,,,,,,,https://portal.seisintel.com/resources/tides/21CA_02168_TIDEOUTPUT_54.2401_-134.1543_20210712-20210821_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21CA_02168_Z500_D10_20210808_1200.mp4,,,,,,,54.1635,-134.0995,"https://portal.seisintel.com/#/path/21CA_02167,21CA_02168,22CA_02514"
22CA_02514,21CA_02167,Queen Charlotte Fault (QCF) OBN,OBN,Node Retrieval,Columbia University,Columbia University,Marcus G. Langseth,National Science Foundation (NSF) / OCE / MGG,Canada,Yes,Seattle -  UNITED STATES,9/10/2022 0:00,9/13/2022 17:30,9/13/2022 18:00,9/16/2022 17:00,9/16/2022 17:15,9/22/2022 0:00,Seattle -  UNITED STATES,,,,,,,https://portal.seisintel.com/resources/tides/22CA_02514_TIDEOUTPUT_55.6127_-135.1229_20220906-20220930_TPXO_inpr.zip,,,,,,,,55.607,-135.1275,"https://portal.seisintel.com/#/path/21CA_02167,21CA_02168,22CA_02514"
19SA_01556,19SA_01555,S-79 Yanbu Phase I OBN,OBN,Source,Seabed Geosolutions,Seabed Geosolutions,Ocean Duke,Saudi Aramco,Saudi Arabia,Yes,Yanbu -  SAUDI ARABIA,5/1/2019 0:00,7/18/2019 4:00,7/18/2019 21:45,3/7/2020 16:30,3/8/2020 0:00,3/9/2020 0:00,Yanbu -  SAUDI ARABIA,,,,100,https://portal.seisintel.com/resources/reports/19SA_01556_v0.1A_comp20200309_0000.pdf,https://portal.seisintel.com/resources/reports/19SA_01555_v0.1C_comp20200309_0000.pdf,https://portal.seisintel.com/resources/tides/19SA_01556_TIDEOUTPUT_24.0121_37.7511_20190711-20200322_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19SA_01556_Z500_D0_20200308_1200.mp4,1046,Inferred from AIS,,,,,23.984,37.7295,"https://portal.seisintel.com/#/path/19SA_01555,19SA_01556"
19SA_01555,19SA_01555,S-79 Yanbu Phase I OBN,OBN,Node Layout,Seabed Geosolutions,Seabed Geosolutions,Geoholm,Saudi Aramco,Saudi Arabia,Yes,Yanbu -  SAUDI ARABIA,5/1/2019 0:00,7/8/2019 0:00,7/8/2019 1:00,3/6/2020 13:00,3/6/2020 13:30,3/6/2020 16:00,At Sea -  SAUDI ARABIA,,,,300,https://portal.seisintel.com/resources/reports/19SA_01555_v0.1A_comp20200306_1600.pdf,https://portal.seisintel.com/resources/reports/19SA_01555_v0.1C_comp20200309_0000.pdf,https://portal.seisintel.com/resources/tides/19SA_01555_TIDEOUTPUT_24.0424_37.7654_20190701-20200320_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19SA_01555_Z500_D0_20200305_1200.mp4,1046,Inferred from AIS,,,5,920,24.0225,37.744,"https://portal.seisintel.com/#/path/19SA_01555,19SA_01556"
20SA_01820,20SA_01819,S-79 Yanbu Phase II OBN,OBN,Source,Seabed Geosolutions,Seabed Geosolutions,Ocean Duke,Saudi Aramco,Saudi Arabia,Yes,Yanbu -  SAUDI ARABIA,3/9/2020 0:00,3/23/2020 18:15,3/26/2020 15:00,4/12/2020 17:30,4/13/2020 0:00,5/15/2020 0:00,Yanbu -  SAUDI ARABIA,,,,100,https://portal.seisintel.com/resources/reports/20SA_01820_v0.1A_comp20200515_0000.pdf,https://portal.seisintel.com/resources/reports/20SA_01819_v0.1C_comp20200515_0000.pdf,https://portal.seisintel.com/resources/tides/20SA_01820_TIDEOUTPUT_23.6956_38.2939_20200316-20200427_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20SA_01820_Z500_D10_20200328_1200.mp4,77,Inferred from AIS,,,,,23.7145,38.2775,"https://portal.seisintel.com/#/path/20SA_01819,20SA_01820"
20SA_01819,20SA_01819,S-79 Yanbu Phase II OBN,OBN,Node Layout,Seabed Geosolutions,Seabed Geosolutions,Geoholm,Saudi Aramco,Saudi Arabia,Yes,At Sea -  SAUDI ARABIA,3/6/2020 16:00,3/6/2020 21:00,3/6/2020 21:30,4/23/2020 22:30,5/3/2020 3:00,5/15/2020 0:00,Yanbu -  SAUDI ARABIA,,,,600,https://portal.seisintel.com/resources/reports/20SA_01819_v0.1A_comp20200515_0000.pdf,https://portal.seisintel.com/resources/reports/20SA_01819_v0.1C_comp20200515_0000.pdf,https://portal.seisintel.com/resources/tides/20SA_01819_TIDEOUTPUT_23.7218_38.3120_20200228-20200517_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20SA_01819_Z500_D10_20200309_1200.mp4,77,Inferred from AIS,,,10,460,23.7155,38.2975,"https://portal.seisintel.com/#/path/20SA_01819,20SA_01820"
16SA_00616,16SA_00616,S78 Phase I OBN,OBN,Node Layout,Magseis,Magseis,Artemis Athene,Saudi Aramco,Saudi Arabia,Yes,Duba -  SAUDI ARABIA,7/18/2016 0:00,7/18/2016 22:00,7/22/2016 1:00,11/20/2017 6:00,11/20/2017 15:00,11/21/2017 9:00,Duba -  SAUDI ARABIA,,,,300,https://portal.seisintel.com/resources/reports/16SA_00616_v0.1A_comp20171121_0900.pdf,,https://portal.seisintel.com/resources/tides/16SA_00616_TIDEOUTPUT_27.7809_35.1584_20160711-20171204_TPXO.zip,,2239,Inferred from AIS,,,5,1000,27.7155,35.143,"https://portal.seisintel.com/#/path/16SA_00616,16SA_01085"
16SA_01085,16SA_00616,S78 Phase I OBN,OBN,Source,Magseis,Magseis,Hai Yang Shi You 751 (HYSY 751),Saudi Aramco,Saudi Arabia,Yes,Duba -  SAUDI ARABIA,6/25/2016 0:00,7/1/2016 0:00,7/23/2016 0:00,11/20/2017 0:00,11/20/2017 12:00,11/28/2017 15:00,Duba -  SAUDI ARABIA,,,,,,,https://portal.seisintel.com/resources/tides/16SA_01085_TIDEOUTPUT_27.7679_35.1261_20160624-20171204_TPXO.zip,,2239,Inferred from AIS,,,,,27.7155,35.143,"https://portal.seisintel.com/#/path/16SA_00616,16SA_01085"
18SA_01116,18SA_01115,S78 Phase II OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Hai Yang Shi You 751 (HYSY 751),Saudi Aramco,Saudi Arabia,Yes,Duba -  SAUDI ARABIA,12/22/2017 0:00,12/28/2017 12:00,12/31/2017 19:00,7/28/2018 3:00,7/28/2018 4:00,7/31/2018 0:00,Off Sharm ‘Antar -  SAUDI ARABIA,,,,,https://portal.seisintel.com/resources/reports/18SA_01116_v0.1A_comp20180803_0000.pdf,https://portal.seisintel.com/resources/reports/18SA_01115_v0.1C_comp20180803_0000.pdf,https://portal.seisintel.com/resources/tides/18SA_01116_TIDEOUTPUT_27.9196_34.8811_20171221-20180811_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18SA_01116_Z500_D10_20180803_0000.mp4,,,,,,,27.909,34.8795,"https://portal.seisintel.com/#/path/18SA_01115,18SA_01116"
18SA_01115,18SA_01115,S78 Phase II OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,Artemis Athene,Saudi Aramco,Saudi Arabia,Yes,Duba -  SAUDI ARABIA,12/15/2017 0:00,12/16/2017 15:00,12/16/2017 15:30,7/25/2018 0:00,7/25/2018 6:00,8/3/2018 0:00,Off Sharm Dumaygh -  SAUDI ARABIA,,,,300,https://portal.seisintel.com/resources/reports/18SA_01115_v0.1A_comp20180731_0000.pdf,https://portal.seisintel.com/resources/reports/18SA_01115_v0.1C_comp20180803_0000.pdf,https://portal.seisintel.com/resources/tides/18SA_01115_TIDEOUTPUT_27.9143_34.8797_20171209-20180808_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18SA_01115_Z500_D10_20180801_0000.mp4,,,,,,,27.9045,34.8885,"https://portal.seisintel.com/#/path/18SA_01115,18SA_01116"
18SA_01336,18SA_01336,S78 Phase III OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,Artemis Athene,Saudi Aramco,Saudi Arabia,Yes,Duba -  SAUDI ARABIA,8/15/2018 0:00,8/22/2018 13:30,8/23/2018 7:30,4/25/2019 6:00,4/25/2019 6:30,4/25/2019 12:00,Duba -  SAUDI ARABIA,,,,,https://portal.seisintel.com/resources/reports/18SA_01336_v0.1A_comp20190426_0000.pdf,https://portal.seisintel.com/resources/reports/18SA_01336_v0.1C_comp20190426_0000.pdf,https://portal.seisintel.com/resources/tides/18SA_01336_TIDEOUTPUT_27.5562_35.3378_20180815-20190509_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18SA_01336_Z500_D10_20190425_1200.mp4,,,,,,,27.5285,35.312,"https://portal.seisintel.com/#/path/18SA_01336,18SA_01337"
18SA_01337,18SA_01336,S78 Phase III OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Hai Yang Shi You 751 (HYSY 751),Saudi Aramco,Saudi Arabia,Yes,Off Sharm 'Antar -  SAUDI ARABIA,8/15/2018 0:00,8/23/2018 8:00,8/25/2018 11:30,4/11/2019 18:30,4/11/2019 23:30,4/14/2019 0:00,Duba -  SAUDI ARABIA,,,,,https://portal.seisintel.com/resources/reports/18SA_01337_v0.1A_comp20190414_0000.pdf,https://portal.seisintel.com/resources/reports/18SA_01336_v0.1C_comp20190426_0000.pdf,https://portal.seisintel.com/resources/tides/18SA_01337_TIDEOUTPUT_27.5666_35.3062_20180816-20190425_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18SA_01337_Z500_D10_20190407_1200.mp4,,,,,,,27.5435,35.2815,"https://portal.seisintel.com/#/path/18SA_01336,18SA_01337"
21BR_02104,21BR_02103,Sapinhoa OBN,OBN,Source,Seabed Geosolutions,Seabed Geosolutions,Sanco Sword,Petrobras / Shell / Repsol,Brazil,Yes,Rio de Janeiro -  BRAZIL,5/27/2021 0:00,6/3/2021 13:00,6/13/2021 18:00,10/20/2021 19:00,10/21/2021 13:00,10/24/2021 0:00,Rio de Janeiro -  BRAZIL,,,,100,https://portal.seisintel.com/resources/reports/21BR_02104_v0.1A_comp20211024_0000.pdf,https://portal.seisintel.com/resources/reports/21BR_02103_v0.1C_comp20211030_0000.pdf,https://portal.seisintel.com/resources/tides/21BR_02104_TIDEOUTPUT_-25.7600_-43.1785_20210527-20211104_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21BR_02104_Z500_D10_20210812_1200.mp4,580,Supplied Coordinates,1045,Inferred from AIS,,,-25.762,-43.178,"https://portal.seisintel.com/#/path/21BR_02103,21BR_02104"
21BR_02103,21BR_02103,Sapinhoa OBN,OBN,Node Layout,Seabed Geosolutions,Seabed Geosolutions,Subsea Viking,Petrobras / Shell / Repsol,Brazil,Yes,Rio de Janeiro -  BRAZIL,5/27/2021 0:00,6/3/2021 21:00,6/5/2021 4:00,10/26/2021 18:00,10/27/2021 0:30,10/30/2021 0:00,Rio de Janeiro -  BRAZIL,,,,750,https://portal.seisintel.com/resources/reports/21BR_02103_v0.1A_comp20211030_0000.pdf,https://portal.seisintel.com/resources/reports/21BR_02103_v0.1C_comp20211030_0000.pdf,https://portal.seisintel.com/resources/tides/21BR_02103_TIDEOUTPUT_-25.7576_-43.1778_20210527-20211110_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21BR_02103_Z500_D10_20211004_1200.mp4,580,Supplied Coordinates,1045,Inferred from AIS,2100,2150,-25.7595,-43.1765,"https://portal.seisintel.com/#/path/21BR_02103,21BR_02104"
23BR_02720,23BR_02720,Sapinhoa 4D OBN,OBN,Node Layout,PXGEO,PXGEO,Siem Dorado,Petrobras,Brazil,Yes,Niteroi -  BRAZIL,7/31/2023 0:00,8/3/2023 7:30,8/3/2023 11:00,1/11/2024 23:30,1/12/2024 0:30,1/13/2024 0:00,Niteroi -  BRAZIL,,,,750,https://portal.seisintel.com/resources/reports/23BR_02720_v0.1A_comp20240113_0000.pdf,https://portal.seisintel.com/resources/reports/23BR_02720_v0.1C_comp20240113_0000.pdf,https://portal.seisintel.com/resources/tides/23BR_02720_TIDEOUTPUT_-25.7473_-43.1898_20230727-20240126_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23BR_02720_Z500_D10_20240112_1200.mp4,481,Inferred from AIS,929,Inferred from AIS,2100,2150,-25.7485,-43.19,"https://portal.seisintel.com/#/path/23BR_02720,23BR_02721"
23BR_02721,23BR_02720,Sapinhoa 4D OBN,OBN,Source,PXGEO,PXGEO,Artemis Odyssey,Petrobras,Brazil,Yes,Off Niteroi -  BRAZIL,7/24/2023 0:00,8/5/2023 2:30,8/5/2023 21:00,1/1/2024 15:15,1/1/2024 19:30,1/5/2024 0:00,Niteroi -  BRAZIL,,,,,https://portal.seisintel.com/resources/reports/23BR_02721_v0.1A_comp20240105_0000.pdf,https://portal.seisintel.com/resources/reports/23BR_02720_v0.1C_comp20240113_0000.pdf,https://portal.seisintel.com/resources/tides/23BR_02721_TIDEOUTPUT_-25.7560_-43.1922_20230729-20240115_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23BR_02721_Z500_D10_20231230_1200.mp4,481,Inferred from AIS,929,Inferred from AIS,,,-25.752,-43.18,"https://portal.seisintel.com/#/path/23BR_02720,23BR_02721"
21GB_02145,21GB_02144,Scott OBN,OBN,Source,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Sanco Star,CNOOC International,United Kingdom,Yes,Lerwick -  UNITED KINGDOM,6/27/2021 0:00,6/29/2021 8:00,7/3/2021 3:30,7/26/2021 12:00,7/26/2021 15:30,7/30/2021 0:00,Gurskebotn -  NORWAY,,,,100,https://portal.seisintel.com/resources/reports/21GB_02145_v0.1A_comp20210730_0000.pdf,https://portal.seisintel.com/resources/reports/21GB_02144_v0.1C_comp20210802_0000.pdf,https://portal.seisintel.com/resources/tides/21GB_02145_TIDEOUTPUT_58.2756_0.2284_20210622-20210809_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21GB_02145_Z500_D10_20210728_1200.mp4,90,Inferred from AIS,,,,,58.273,0.233,"https://portal.seisintel.com/#/path/21GB_02144,21GB_02145"
